PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported
2752_02,Earth,True,G/444/P,PSO J318.5-22,33.5,False,0.0,0.0,0.0,0.0,0.0,Hononete Chrigur,False
2752_03,Earth,False,E/165/P,TRAPPIST-1e,58.0,False,0.0,82.0,0.0,758.0,0.0,Chomugovo Forror,True
2753_01,Earth,False,E/188/S,PSO J318.5-22,39.0,False,0.0,0.0,0.0,0.0,907.0,Namoteyo Leuvu,False
2755_01,Europa,True,B/85/P,55 Cancri e,36.0,False,0.0,0.0,0.0,0.0,0.0,Noriyono Lowurakch,True
2756_01,Mars,False,F/572/P,55 Cancri e,23.0,False,253.0,0.0,0.0,888.0,0.0,Yomoganete Nallur,False
2758_01,Earth,True,G/446/P,PSO J318.5-22,24.0,False,126.5,0.0,0.0,0.0,0.0,Chateoja Diromt,True
2759_01,Earth,False,E/167/P,TRAPPIST-1e,33.0,False,0.0,0.0,170.0,14.0,810.0,Ehasha Womm,False
2760_01,Earth,False,G/438/S,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Haroto Vusturpurg,False
2760_02,Earth,True,G/438/S,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Chovoyono Upurhordt,False
2760_03,Earth,True,G/438/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Mashahoro Juns,True
2762_01,Earth,False,G/439/S,TRAPPIST-1e,36.0,False,625.0,0.0,260.0,0.0,0.0,Choteocho Chirznomm,False
2762_02,Earth,False,G/439/S,55 Cancri e,15.0,False,254.0,0.0,10.0,180.0,0.0,Chvochona Purg,False
2763_01,Earth,False,E/168/P,TRAPPIST-1e,31.0,False,91.0,756.0,0.0,0.0,12.0,Nirosu Mern,True
2764_01,Earth,False,E/189/S,TRAPPIST-1e,42.0,False,0.0,0.0,213.0,166.0,1209.0,Figimogo Kloy,True
2765_01,Mars,False,F/532/S,TRAPPIST-1e,27.0,False,1502.0,1.0,0.0,0.0,0.0,Nenetoma Ussurt,False
2768_02,Earth,False,G/442/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Tocho Charkhmur,False
2770_01,Earth,False,G/443/S,TRAPPIST-1e,56.0,False,0.0,1721.0,0.0,96.0,0.0,Tomcheshatsi Pingormur,False
2772_01,Earth,False,G/444/S,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,757.0,0.0,Chachikha Lomg,False
2773_01,Mars,False,D/94/S,TRAPPIST-1e,25.0,False,314.0,2.0,648.0,92.0,0.0,Teje Skhihort,False
2774_01,Earth,False,F/575/P,TRAPPIST-1e,29.0,False,3.0,0.0,3.0,0.0,697.0,Anee Chmuap,False
2774_02,Earth,False,F/575/P,TRAPPIST-1e,17.0,False,0.0,1195.0,31.0,0.0,0.0,Shano Saschamd,False
2774_03,Earth,False,F/575/P,TRAPPIST-1e,13.0,False,412.0,4.0,0.0,0.0,551.0,Gede Poiur,False
2778_02,Mars,True,F/576/P,55 Cancri e,53.0,False,1157.5,0.0,0.0,0.0,0.0,Oyopate Gallord,True
2783_01,Europa,True,D/83/P,55 Cancri e,21.0,False,0.0,0.0,0.0,0.0,0.0,Chachikha Chmex,True
2783_02,Europa,False,D/83/P,55 Cancri e,29.0,False,2.0,8.0,0.0,2864.0,155.0,Chejano Sbommogul,False
2784_01,Earth,False,G/448/P,TRAPPIST-1e,46.0,False,0.0,0.0,1661.0,52.0,8.0,Natsipasha Radgvull,True
2785_01,Europa,True,C/102/S,TRAPPIST-1e,58.0,False,0.0,0.0,0.0,0.0,0.0,Anoniro Soyurs,True
2786_01,Earth,False,E/190/S,PSO J318.5-22,53.0,False,0.0,1.0,0.0,195.0,493.0,Nahosha Otchamsem,True
2787_01,Earth,False,F/535/S,55 Cancri e,21.0,False,13.0,0.5,1098.0,64.0,1.0,Minoto Chrigur,False
2788_01,Earth,True,G/449/P,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,Ajakha Elawur,False
2790_01,Europa,True,B/86/P,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,Chotoyomoga Thirlev,True
2790_02,Europa,False,B/86/P,55 Cancri e,41.0,False,0.0,320.0,4333.0,1313.0,51.0,Totsiche Vuupur,False
2790_03,Europa,False,B/86/P,TRAPPIST-1e,29.0,False,3.0,933.0,0.0,674.0,731.0,Mashae Svatzur,False
2790_04,Europa,False,B/86/P,55 Cancri e,54.0,False,0.0,37.0,0.0,4689.0,0.0,Echovo Oiu,False
2790_05,Europa,False,B/86/P,55 Cancri e,43.0,False,0.0,9923.0,660.0,10.0,266.0,Orote Gitturadgu,True
2793_01,Earth,False,E/169/P,TRAPPIST-1e,48.0,False,784.0,87.0,0.0,0.0,1.0,Neteyesha Smuddem,True
2795_02,Europa,False,C/103/S,TRAPPIST-1e,42.0,False,0.0,802.0,0.0,2622.0,671.0,Chinogou Gurpur,False
2796_01,Earth,False,F/536/S,55 Cancri e,17.0,False,0.0,0.0,0.0,863.0,0.0,Yonomo Chimdurt,False
2797_01,Earth,False,F/580/P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,1345.0,Namona Skhilt,False
2798_01,Europa,False,A/23/P,TRAPPIST-1e,37.0,False,6.0,437.0,0.0,54.0,3030.0,Tsichodo Hoibt,False
2798_02,Europa,True,A/23/P,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,Chego Gordmur,True
2799_01,Earth,False,G/447/S,TRAPPIST-1e,21.0,False,3.0,0.0,0.0,881.0,0.0,Chiredo Mirunpurg,False
2801_01,Europa,False,B/87/P,TRAPPIST-1e,27.0,False,1.0,767.0,0.0,13104.0,3657.0,Chonamogo Greaur,False
2805_01,Earth,False,F/582/P,TRAPPIST-1e,19.0,False,0.0,0.0,366.0,268.0,0.0,Etene Zannurnom,False
2806_01,Mars,False,D/95/S,TRAPPIST-1e,28.0,False,948.0,0.0,64.0,170.0,0.0,Ashayono Skhvomgoi,False
2807_02,Earth,True,G/452/P,PSO J318.5-22,24.0,False,0.0,0.0,0.0,0.0,0.0,Yonomeiu Skhikhord,False
2807_03,Earth,True,G/452/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Anoa Chappluvhatu,True
2809_01,Earth,True,G/453/P,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,Tochashado Uostoigh,True
2810_01,Earth,True,G/454/P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Avochiro Rattur,False
2811_01,Earth,False,F/537/S,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,871.0,Fichoyono Skhradur,False
2812_01,Mars,False,F/538/S,55 Cancri e,43.0,False,803.0,0.0,384.0,120.0,0.0,Yonomeikha Yerstem,True
2813_01,Earth,True,G/449/S,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Etochu Hegg,True
2814_01,???,True,G/455/P,PSO J318.5-22,18.0,False,0.0,0.0,0.0,0.0,0.0,Soyicha Lewull,True
2818_02,Mars,True,F/585/P,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,Shapo Updum,True
2819_01,Earth,False,F/586/P,TRAPPIST-1e,38.0,False,77.0,169.0,0.0,0.0,470.0,Tochanete Skhistur,False
2820_01,Earth,True,G/457/P,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,Aatocho Telnoy,True
2821_01,Earth,True,G/458/P,55 Cancri e,57.0,False,0.0,0.0,0.0,0.0,0.0,Tochocha Jemos,True
2822_01,???,True,G/450/S,55 Cancri e,3.0,False,0.0,0.0,0.0,0.0,0.0,Ipeshato Diff,True
2822_02,Earth,False,G/450/S,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,Chetechi Korwur,False
2822_03,Earth,True,G/450/S,55 Cancri e,3.0,False,0.0,0.0,0.0,0.0,0.0,Onogovo Jeymsem,True
2822_04,Earth,True,G/450/S,???,18.0,False,0.0,0.0,0.0,0.0,0.0,Fijachogu Vrogg,True
2823_01,Mars,True,F/587/P,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Chom Foist,True
2824_01,Europa,True,C/104/S,55 Cancri e,35.0,False,0.0,0.0,0.0,0.0,0.0,Asu Wamtem,True
2825_01,Mars,False,F/539/S,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,Etoma Hoamu,True
2826_02,Europa,False,C/96/P,TRAPPIST-1e,49.0,False,20.0,6807.0,174.0,3538.0,2473.0,Notsishamo Weagts,False
2831_02,Europa,False,D/86/P,TRAPPIST-1e,19.0,False,0.0,1.0,0.0,2085.0,55.0,Chascha Gress,False
2832_01,Earth,False,E/173/P,TRAPPIST-1e,34.0,False,0.0,250.0,23.0,0.0,514.0,Nazitoma Hubbumhuanur,False
2834_01,Europa,False,C/105/S,TRAPPIST-1e,40.0,True,0.0,11.0,0.0,2205.0,1295.0,Hame Durwash,True
2837_01,Earth,False,F/588/P,PSO J318.5-22,23.0,False,0.0,0.0,0.0,3.0,1919.0,Opu Rausu,False
2838_01,Mars,False,E/174/P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Shakharepua Chimchlu,False
2840_01,Earth,False,F/540/S,55 Cancri e,44.0,False,672.0,0.0,0.0,0.0,20.0,Hagikha Fuagumpoin,False
2843_01,Mars,False,E/175/P,TRAPPIST-1e,50.0,False,357.0,0.0,657.0,0.0,0.0,Mogome Purgfolch,False
2846_01,Earth,True,G/452/S,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Shanudzi Dovu,True
2847_01,Earth,True,G/464/P,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Chachitochu Gevur,True
2852_01,Earth,False,G/465/P,???,21.0,False,33.0,126.0,0.0,461.0,0.0,Echiro Skhittnomm,False
2853_01,Earth,False,F/544/S,TRAPPIST-1e,20.0,False,56.0,757.0,111.0,0.0,0.0,Tsishano Tunblunom,True
2854_01,Earth,False,F/591/P,55 Cancri e,14.0,False,0.0,826.5,14.0,692.0,809.0,Chotsichovo Nehrum,False
2856_01,Europa,False,C/108/S,55 Cancri e,38.0,False,0.0,896.0,0.0,366.0,4168.0,Hemdo Rattur,False
2858_01,Europa,True,C/109/S,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,Aa Tudd,True
2858_02,Europa,True,C/109/S,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,Tsichaecho Ittem,True
2858_03,Europa,True,C/109/S,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,Echia Buul,True
2859_01,Europa,True,C/98/P,55 Cancri e,29.0,False,0.0,0.0,0.0,0.0,0.0,Tsido Feilchus,True
2860_01,Earth,False,F/546/S,PSO J318.5-22,18.0,False,154.0,22.0,77.0,1053.0,0.0,Ehnayo Oylaffu,True
2862_01,Mars,True,E/193/S,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,Nanosiyo Buoku,True
2863_01,Earth,False,G/466/P,TRAPPIST-1e,27.0,False,0.0,2.0,49.0,0.0,801.0,Urazovo Fopul,False
2865_01,Mars,False,D/88/P,TRAPPIST-1e,34.0,False,2904.0,23.0,7.0,0.0,81.0,Teyeshano Hefnomm,False
2865_02,Mars,False,D/88/P,TRAPPIST-1e,53.0,False,520.0,0.0,442.0,0.0,0.0,Hosuchiro Uldradgu,True
2866_01,Europa,True,C/110/S,TRAPPIST-1e,36.0,True,0.0,0.0,0.0,0.0,0.0,Teyeshano Yenom,True
2867_02,Mars,False,E/176/P,TRAPPIST-1e,51.0,False,819.0,4.0,92.0,38.0,0.0,Tekhachiro Gress,False
2869_01,Earth,True,G/467/P,PSO J318.5-22,61.0,False,0.0,0.0,0.0,0.0,0.0,Choshavoga Nokchumzau,True
2871_01,Europa,True,B/88/P,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,460.0,0.0,Anoniro Duaghtem,True
2871_02,Europa,True,B/88/P,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Todusha Wuuwurs,True
2872_01,Earth,False,G/455/S,PSO J318.5-22,57.0,False,0.0,1431.0,0.0,30.0,337.0,Moate Lovlur,True
2873_01,Mars,False,E/194/S,55 Cancri e,39.0,False,2127.0,715.5,23.0,0.0,0.0,Gete Truslur,False
2875_01,Europa,True,B/107/S,55 Cancri e,55.0,False,0.0,0.0,0.0,0.0,0.0,Eshano Yisif,True
2876_01,Earth,False,G/456/S,TRAPPIST-1e,42.0,False,173.0,656.0,0.0,0.0,23.0,Chovotochu Predpukch,False
2877_01,Earth,False,F/592/P,TRAPPIST-1e,36.0,False,418.0,40.0,7.0,338.0,0.0,Chemdo Solzvudul,False
2878_01,Mars,False,F/593/P,TRAPPIST-1e,42.0,False,44.0,0.0,3648.0,0.0,9.0,Mochodom Green,True
2881_01,Earth,False,G/457/S,55 Cancri e,6.0,False,0.0,0.0,0.0,0.0,0.0,Chinosocho Puitul,False
2882_01,Earth,True,G/458/S,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,Hame Hinnul,False
2883_01,Earth,False,F/595/P,TRAPPIST-1e,28.0,False,0.0,93.0,1282.0,0.0,0.0,Jeshiyo Lalluy,True
2884_01,Mars,False,D/90/P,TRAPPIST-1e,37.0,False,912.0,0.0,0.0,31.0,0.0,Sotochu Mirunpurg,False
2887_01,Earth,False,G/459/S,TRAPPIST-1e,44.0,False,0.0,0.0,744.0,62.0,3.0,Echomoyo Chehlur,False
2888_01,Mars,False,F/597/P,TRAPPIST-1e,71.0,True,901.0,0.0,1698.0,0.0,0.0,Chirehache Skhuur,False
2890_01,Europa,False,B/89/P,TRAPPIST-1e,44.0,False,0.0,351.0,0.0,3.0,3447.0,Tochazovo Skhradur,False
2890_02,Europa,True,B/89/P,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,Mochodo Redum,True
2892_01,Earth,False,G/469/P,PSO J318.5-22,3.0,False,0.0,0.0,0.0,0.0,0.0,Honogikha Soxtem,True
2892_02,Earth,True,G/469/P,55 Cancri e,12.0,False,0.0,0.0,0.0,0.0,0.0,Hemona Nuaur,False
2892_03,Earth,True,G/469/P,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,Chejano Butursum,True
2892_04,Earth,False,F/598/P,TRAPPIST-1e,29.0,False,0.0,1311.0,0.0,0.0,0.0,Choronerato Chmebf,False
2892_05,Earth,False,G/469/P,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,Chotsiro Suadul,False
2893_01,Earth,False,G/470/P,55 Cancri e,27.0,False,688.0,307.0,779.0,0.0,19.0,Harotosicho Chmubb,False
2894_01,Earth,False,F/599/P,PSO J318.5-22,24.0,False,0.0,0.0,443.0,244.0,1.0,Mochoniro Jimd,False
2897_01,Earth,False,G/461/S,TRAPPIST-1e,38.0,False,1.0,0.0,288.0,0.0,556.0,Nayohoro Wachurs,True
2899_01,Mars,False,F/600/P,TRAPPIST-1e,28.0,False,523.0,0.0,0.0,970.0,0.0,Mashavocha Volthur,False
2900_01,Mars,True,???,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Tsichuhoro Chalp,True
2901_01,Earth,False,F/601/P,TRAPPIST-1e,16.0,False,0.0,20.0,0.0,300.0,681.0,Chajnito Okhallus,False
2901_02,Earth,False,F/601/P,PSO J318.5-22,24.0,False,61.5,2.0,25.0,150.0,707.0,Fichimocho Vhatochur,True
2902_01,Earth,False,G/471/P,TRAPPIST-1e,33.0,False,123.0,760.0,0.0,0.0,0.0,Chojatoma Gettlaup,False
2905_01,Earth,False,G/462/S,55 Cancri e,24.0,False,489.0,0.0,66.5,0.0,0.0,Gede Solenem,False
2906_01,Earth,False,G/463/S,???,29.0,False,1.0,0.0,133.0,104.0,574.0,Chojayono Jerdom,False
2907_01,Earth,False,F/552/S,TRAPPIST-1e,25.0,False,0.0,9.0,2005.0,0.0,5.0,Ezovo Muowu,True
2908_01,Earth,False,G/464/S,???,0.0,False,0.0,0.0,0.0,0.0,0.0,Apicho Stroip,False
2908_02,???,False,F/553/S,TRAPPIST-1e,13.0,False,649.0,2.0,0.0,124.0,143.0,Oazovo Skhiltus,False
2909_01,Earth,True,G/473/P,55 Cancri e,7.0,False,0.0,0.0,0.0,0.0,0.0,Shimsum Nutzgur,False
2910_01,Earth,False,F/602/P,PSO J318.5-22,32.0,False,0.0,0.0,736.0,0.0,0.0,Chemde Zannurnomm,False
2912_01,Mars,True,E/178/P,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,Sochiporo Nussurla,False
2913_01,Mars,False,F/603/P,TRAPPIST-1e,49.0,False,21.0,25.0,1509.0,0.0,1042.0,Tochuvocha Chrounur,False
2919_01,Mars,False,D/96/S,TRAPPIST-1e,43.0,False,13.0,2119.0,315.0,0.0,261.0,Chemasha Fovm,True
2919_02,Mars,False,F/555/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Ashanori Pispy,True
2920_01,Earth,False,F/606/P,TRAPPIST-1e,23.0,False,0.0,179.0,569.0,0.0,0.0,Shagu Pommur,True
2925_01,Mars,False,F/609/P,TRAPPIST-1e,43.0,False,336.0,11.0,796.0,15.0,0.0,Fijashano Stremg,True
2925_02,Mars,True,F/609/P,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,Chahoro Eiltem,True
2926_01,Mars,False,???,TRAPPIST-1e,43.0,False,828.0,25.0,545.0,107.0,0.0,Tochuikha Chohlur,False
2927_01,Mars,True,F/611/P,55 Cancri e,41.0,False,0.0,0.0,0.0,0.0,0.0,Namonete Eiltem,True
2928_01,Europa,False,B/92/P,55 Cancri e,54.0,True,0.0,2062.0,2.0,19.0,1618.0,Noriyono Chmullur,False
2928_03,Europa,True,B/92/P,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,Chege Fess,True
2929_01,Earth,True,G/467/S,PSO J318.5-22,48.0,False,0.0,0.0,0.0,0.0,0.0,Akhare Othurtem,True
2934_01,Earth,False,F/557/S,PSO J318.5-22,20.0,False,0.0,689.0,0.0,0.0,0.0,Mepimogo Lomgur,False
2935_01,Europa,False,T/2/P,TRAPPIST-1e,33.0,False,0.0,28.0,0.0,6841.0,543.0,Echodo Chmullur,False
2936_01,Earth,False,G/468/S,TRAPPIST-1e,21.0,False,15.0,30.0,11.0,2.0,388.0,Anee Boturmestur,False
2938_01,Europa,True,C/100/P,TRAPPIST-1e,68.0,False,0.0,0.0,0.0,0.0,0.0,Echomoe Frozur,True
2940_01,Earth,False,F/615/P,PSO J318.5-22,23.0,False,5.0,308.0,363.0,7.0,0.0,Sochayiroa Jussem,True
2941_01,Earth,False,G/477/P,TRAPPIST-1e,16.0,False,24.0,0.0,13.0,717.0,0.0,Chovoshano Helznomm,False
2942_01,Earth,False,F/558/S,TRAPPIST-1e,35.0,False,198.0,44.0,97.0,30.0,510.0,Notechoa Nussmur,False
2943_01,Earth,True,G/478/P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Chovoniro Nehrum,False
2944_01,Earth,False,F/559/S,TRAPPIST-1e,51.0,False,214.0,3.0,16.0,569.0,0.0,Nouhoto Darkhs,False
2944_02,Earth,False,G/469/S,PSO J318.5-22,2.0,False,107.0,0.0,0.0,0.0,0.0,Dotu Choifur,False
2944_03,Earth,True,G/469/S,55 Cancri e,29.0,False,0.0,0.0,0.0,0.0,0.0,Ehnou Imrih,False
2944_04,Earth,False,G/469/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Chotoyono Buorku,True
2945_01,Earth,True,G/479/P,55 Cancri e,39.0,False,0.0,0.0,0.0,0.0,0.0,Yihoro Jokepsem,True
2948_01,Europa,False,C/112/S,TRAPPIST-1e,55.0,False,0.0,1971.0,77.0,577.0,1050.0,Megisha Uwoms,True
2949_01,Earth,True,G/482/P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,288.5,0.0,Anoazina Ortz,False
2950_01,Earth,False,F/617/P,TRAPPIST-1e,20.0,False,310.0,0.0,374.0,0.0,5.0,Shedo Ornprastur,False
2953_01,???,False,E/179/P,55 Cancri e,25.0,False,0.0,641.0,0.0,2.0,0.0,Heje Luwy,True
2954_01,Earth,False,F/619/P,55 Cancri e,18.0,False,235.0,0.0,101.0,0.0,316.0,Mogosu Kosuy,True
2958_01,Earth,False,F/561/S,TRAPPIST-1e,26.0,False,1822.0,0.0,4.0,107.0,1204.0,Chatoe Soniul,False
2959_01,Earth,False,F/620/P,PSO J318.5-22,28.0,False,1.0,0.0,933.0,614.0,0.0,Tochudo Roschep,False
2960_01,Earth,False,F/562/S,TRAPPIST-1e,54.0,False,0.5,27.0,0.0,0.0,0.0,Chegoro Plinstuam,False
2961_01,Earth,False,F/621/P,TRAPPIST-1e,56.0,False,0.0,54.0,0.0,724.0,0.0,Dea Chluad,False
2962_01,Mars,False,E/180/P,TRAPPIST-1e,25.0,False,1228.0,0.0,132.0,0.0,0.0,Sosodo Drukhslur,False
2964_01,Europa,False,A/35/S,TRAPPIST-1e,26.0,False,2050.0,8525.0,0.0,270.0,636.0,Chetoro Skhikhord,False
2965_01,Earth,False,F/622/P,TRAPPIST-1e,14.0,False,0.0,0.0,709.0,258.0,3.0,Shaemeyo Ruahur,False
2968_01,Earth,True,G/485/P,TRAPPIST-1e,43.0,False,0.0,208.5,0.0,0.0,0.0,Chirecha Telnoy,True
2970_01,Earth,False,???,TRAPPIST-1e,37.5,False,740.0,82.0,6.0,32.0,1.0,Umenete Rattur,False
2971_01,Europa,False,T/3/P,TRAPPIST-1e,38.0,False,0.0,3135.0,0.0,26.0,3.0,Ashachovo Shultem,True
2972_01,Earth,False,E/182/P,TRAPPIST-1e,14.0,False,0.0,1.0,1441.0,0.0,190.0,Siganiro Pommur,True
2979_01,Europa,False,B/93/P,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,Gumdo Purmot,False
2982_01,Europa,True,B/111/S,55 Cancri e,33.0,False,0.0,0.0,0.0,0.0,0.0,Je Sborchus,True
2983_01,Earth,False,E/183/P,TRAPPIST-1e,13.0,False,0.0,0.0,31.0,0.0,810.0,Ia Nemtgenury,True
2986_01,Mars,False,E/197/S,TRAPPIST-1e,15.0,False,5711.0,0.0,2516.0,0.0,1370.0,Chajanito Charkhmur,False
2988_01,Europa,False,A/36/S,55 Cancri e,33.0,False,396.0,1280.0,7.0,308.0,4941.0,Nazime Lidvag,False
2990_01,Earth,True,G/472/S,PSO J318.5-22,24.0,False,0.0,0.0,0.0,0.0,0.0,Chatoe Vamfauld,True
2996_01,Earth,False,F/626/P,55 Cancri e,31.0,False,0.0,611.0,2.0,4.0,22.0,Avohoro Nutz,False
2998_01,Europa,False,C/113/S,???,47.0,False,0.0,5252.0,0.0,124.0,300.0,Chatoniro Pumfauld,True
3000_01,Earth,False,F/627/P,TRAPPIST-1e,19.0,False,736.0,0.0,0.0,0.0,1.0,Avochiro Helzchmukht,False
3001_01,Europa,False,C/101/P,55 Cancri e,38.0,True,0.0,1577.0,0.0,425.0,4359.0,Ashanori Hohm,False
3001_02,Europa,False,C/101/P,55 Cancri e,33.0,False,0.0,1001.0,2280.0,212.5,29.0,Odokha Makhel,True
3003_01,Europa,True,C/114/S,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0,Suchamu Qiarch,True
3004_01,Earth,True,G/473/S,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Roachotija Chamdur,True
3004_02,Earth,False,F/572/S,TRAPPIST-1e,32.0,False,0.0,53.0,0.0,744.0,0.0,Nirosu Rodunokhur,False
3005_01,Mars,True,F/573/S,TRAPPIST-1e,70.0,False,0.0,0.0,0.0,0.0,0.0,Chatome Tomsuy,True
3006_01,Earth,False,G/474/S,PSO J318.5-22,19.0,False,23.0,0.0,0.0,0.0,732.0,Nirosocha Hoislur,False
3009_01,Mars,True,E/185/P,PSO J318.5-22,55.0,False,0.0,0.0,0.0,0.0,0.0,Hagikha Korrell,True
3010_01,Europa,False,B/96/P,TRAPPIST-1e,48.0,False,0.0,8403.0,0.0,7627.0,83.0,Acheno Ruitur,False
3012_01,Earth,False,G/475/S,TRAPPIST-1e,66.0,False,1187.0,1.0,0.0,6.0,0.0,Sigato Noos,False
3013_01,???,False,F/629/P,TRAPPIST-1e,13.0,False,634.5,256.0,0.0,207.0,409.0,Tochohono Noaur,False
3014_01,Europa,False,C/115/S,55 Cancri e,40.0,False,82.0,1390.0,0.0,347.0,6237.0,Maje Umgul,False
3015_01,Earth,False,E/199/S,TRAPPIST-1e,35.0,False,0.0,1438.0,0.0,112.0,74.0,Yosia Lichur,True
3018_01,Earth,False,F/630/P,TRAPPIST-1e,32.0,False,0.0,49.0,2.0,639.0,0.0,Yeshaecho Sbullnuyur,False
3019_01,Mars,False,E/187/P,TRAPPIST-1e,51.0,False,1644.0,0.0,234.0,157.0,64.0,Sharotera Graaul,False
3020_01,Europa,False,B/112/S,TRAPPIST-1e,37.0,False,0.0,216.0,0.0,5391.0,3372.0,Hoyoshado Hefnomm,False
3021_01,Earth,False,G/476/S,TRAPPIST-1e,31.0,False,517.0,1.0,301.0,60.0,4.0,Vochotsicha Wemaussum,False
3021_02,Earth,False,F/574/S,TRAPPIST-1e,37.0,False,608.0,0.0,6.0,0.0,1637.0,Sochiroa Huadrakh,False
3022_02,Europa,False,C/102/P,55 Cancri e,19.0,False,0.0,329.0,0.0,3154.0,312.0,Nosoecho Pahnur,False
3023_01,Mars,True,F/631/P,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,Chogopi Fatzgurold,True
3024_01,Earth,False,F/632/P,TRAPPIST-1e,19.0,False,0.0,0.0,1752.0,187.0,0.0,Chovozi Gurord,True
3025_01,Earth,False,G/477/S,TRAPPIST-1e,31.0,False,2.0,788.0,0.0,128.0,9.0,Yeshatena Ubsen,True
3025_02,Earth,False,G/477/S,TRAPPIST-1e,43.0,False,45.0,8.0,0.0,607.0,44.0,Chonae Omdrus,False
3026_01,Earth,True,G/492/P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Yonoecho Wea,False
3029_01,Europa,False,C/103/P,55 Cancri e,21.0,False,0.0,878.0,82.0,360.0,1784.0,Eto Nulspokh,False
3029_02,Europa,False,C/103/P,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Shamche Kelunom,True
3030_01,Europa,False,B/97/P,55 Cancri e,30.0,False,728.0,2551.0,0.0,48.0,1804.0,Mochogovo Pomkreft,True
3030_02,Europa,True,B/97/P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Hareyicha Voturnom,True
3032_01,Earth,False,G/478/S,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Sesucha Odon,False
3032_02,Earth,True,G/478/S,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Aado Chihm,False
3032_03,Earth,False,G/478/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Choteocho Greaul,False
3032_04,Earth,False,F/575/S,TRAPPIST-1e,30.0,False,479.0,12.0,25.0,643.0,283.0,Chachigovo Fraudrakh,False
3033_01,Earth,False,G/479/S,PSO J318.5-22,21.0,False,0.0,27.0,1181.0,0.0,513.0,Asuyo Gorp,False
3034_01,Europa,False,???,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,Chatopotochu Helst,False
